Current Standard Occupation Code|Current Job Title|Match Standard Occupation Code|Match Job Title|Match Rank|Base Employment|Total Job Openings|Median Hourly Wage|Median Annual Wage|Entry Level Education|Work Experience|Job Training|Location
51-4121.07|Solderers and Brazers|51-2031|Engine and Other Machine Assemblers|10|80|90|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
49-3031.00|Bus and Truck Mechanics and Diesel Engine Specialists|49-9097|Signal and Track Switch Repairers|7|70|70|29.86|62115|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
49-9012.00|Control and Valve Installers and Repairers, Except Mechanical Door|49-9097|Signal and Track Switch Repairers|9|70|70|29.86|62115|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
49-9071.00|Maintenance and Repair Workers, General|49-9097|Signal and Track Switch Repairers|10|70|70|29.86|62115|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
51-8013.00|Power Plant Operators|49-9097|Signal and Track Switch Repairers|6|70|70|29.86|62115|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
51-8092.00|Gas Plant Operators|49-9097|Signal and Track Switch Repairers|10|70|70|29.86|62115|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
47-1011.00|First-Line Supervisors of Construction Trades and Extraction Workers|47-5031|Explosives Workers, Ordnance Handling Experts, and Blasters|6|50|60|0|0|High school diploma or equivalent|Less than 5 years|Long-term on-the-job training|Kern
47-5012.00|Rotary Drill Operators, Oil and Gas|47-5031|Explosives Workers, Ordnance Handling Experts, and Blasters|4|50|60|0|0|High school diploma or equivalent|Less than 5 years|Long-term on-the-job training|Kern
47-5071.00|Roustabouts, Oil and Gas|47-5051|Rock Splitters, Quarry|4|50|60|0|0|High school diploma or equivalent|Less than 5 years|Long-term on-the-job training|Kern
47-5071.00|Roustabouts, Oil and Gas|47-5061|Roof Bolters, Mining|9|50|60|0|0|High school diploma or equivalent|Less than 5 years|Long-term on-the-job training|Kern
47-5081.00|Helpers--Extraction Workers|47-5042|Mine Cutting and Channeling Machine Operators|2|50|60|0|0|High school diploma or equivalent|Less than 5 years|Long-term on-the-job training|Kern
51-4121.07|Solderers and Brazers|51-9141|Semiconductor Processors|6|50|60|21.18|44049|No formal educational credential|None|Moderate-term on-the-job training|Kern
51-9023.00|Mixing and Blending Machine Setters, Operators, and Tenders|51-4191|Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic|2|50|50|20.03|41668|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
51-9111.00|Packaging and Filling Machine Operators and Tenders|51-6064|Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders|8|50|10|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
53-7121.00|Tank Car, Truck, and Ship Loaders|47-5031|Explosives Workers, Ordnance Handling Experts, and Blasters|9|50|60|0|0|High school diploma or equivalent|Less than 5 years|Long-term on-the-job training|Kern
51-4121.06|Welders, Cutters, and Welder Fitters|51-4193|Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic|10|40|40|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
51-9023.00|Mixing and Blending Machine Setters, Operators, and Tenders|51-6061|Textile Bleaching and Dyeing Machine Operators and Tenders|8|40|60|14.72|30608|No formal educational credential|None|Moderate-term on-the-job training|Kern
49-1011.00|First-Line Supervisors of Mechanics, Installers, and Repairers|53-5021|Ship and Boat Captains|5|20|20|0|0|Postsecondary non-degree award|Less than 5 years|None|Kern
53-3032.00|Heavy and Tractor-Trailer Truck Drivers|53-5022|Motorboat Operators|7|20|20|0|0|Postsecondary non-degree award|Less than 5 years|None|Kern
47-2073.00|Operating Engineers and Other Construction Equipment Operators|47-4061|Rail-Track Laying and Maintenance Equipment Operators|8|10|10|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
47-5011.00|Derrick Operators, Oil and Gas|47-4061|Rail-Track Laying and Maintenance Equipment Operators|4|10|10|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
47-5011.00|Derrick Operators, Oil and Gas|47-4071|Septic Tank Servicers and Sewer Pipe Cleaners|6|10|10|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
47-5012.00|Rotary Drill Operators, Oil and Gas|47-4061|Rail-Track Laying and Maintenance Equipment Operators|8|10|10|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
47-5013.00|Service Unit Operators, Oil, Gas, and Mining|47-4061|Rail-Track Laying and Maintenance Equipment Operators|1|10|10|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
47-5071.00|Roustabouts, Oil and Gas|47-4061|Rail-Track Laying and Maintenance Equipment Operators|5|10|10|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
47-5081.00|Helpers--Extraction Workers|47-4061|Rail-Track Laying and Maintenance Equipment Operators|1|10|10|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
53-7062.00|Laborers and Freight, Stock, and Material Movers, Hand|47-4061|Rail-Track Laying and Maintenance Equipment Operators|2|10|10|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
53-7073.00|Wellhead Pumpers|47-4061|Rail-Track Laying and Maintenance Equipment Operators|5|10|10|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
53-7121.00|Tank Car, Truck, and Ship Loaders|47-4061|Rail-Track Laying and Maintenance Equipment Operators|7|10|10|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Kern
47-1011.00|First-Line Supervisors of Construction Trades and Extraction Workers|11-3051|Industrial Production Managers|8|5330|3610|52.6|109408|Bachelor's degree|5 years or more|None|Los Angeles
47-1011.00|First-Line Supervisors of Construction Trades and Extraction Workers|49-1011|First-Line Supervisors of Mechanics, Installers, and Repairers|7|9260|9010|41.99|87336|High school diploma or equivalent|Less than 5 years|None|Los Angeles
47-1011.00|First-Line Supervisors of Construction Trades and Extraction Workers|49-9071|Maintenance and Repair Workers, General|9|32820|36000|21.44|44599|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
47-1011.00|First-Line Supervisors of Construction Trades and Extraction Workers|47-2152|Pipe Fitters and Steamfitters|3|10280|13400|25.43|52889|High school diploma or equivalent|None|Apprenticeship|Los Angeles
47-1011.00|First-Line Supervisors of Construction Trades and Extraction Workers|47-2152|Plumbers|5|10280|13400|25.43|52889|High school diploma or equivalent|None|Apprenticeship|Los Angeles
47-2111.00|Electricians|49-9071|Maintenance and Repair Workers, General|9|32820|36000|21.44|44599|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
47-2111.00|Electricians|49-2022|Telecommunications Equipment Installers and Repairers, Except Line Installers|7|8450|9360|39.58|82331|Postsecondary non-degree award|None|Moderate-term on-the-job training|Los Angeles
47-2111.00|Electricians|49-9021|Heating and Air Conditioning Mechanics and Installers|1|6490|7400|29.24|60815|Postsecondary non-degree award|None|Long-term on-the-job training|Los Angeles
47-2111.00|Electricians|49-9021|Refrigeration Mechanics and Installers|2|6490|7400|29.24|60815|Postsecondary non-degree award|None|Long-term on-the-job training|Los Angeles
47-2111.00|Electricians|47-2152|Pipe Fitters and Steamfitters|5|10280|13400|25.43|52889|High school diploma or equivalent|None|Apprenticeship|Los Angeles
47-2111.00|Electricians|47-2152|Plumbers|6|10280|13400|25.43|52889|High school diploma or equivalent|None|Apprenticeship|Los Angeles
47-2152.01|Pipe Fitters and Steamfitters|47-2011|Boilermakers|7|12110|14560|40.05|83301|High school diploma or equivalent|5 years or more|None|Los Angeles
47-2152.01|Pipe Fitters and Steamfitters|49-9071|Maintenance and Repair Workers, General|3|32820|36000|21.44|44599|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
47-2152.01|Pipe Fitters and Steamfitters|49-9021|Heating and Air Conditioning Mechanics and Installers|6|6490|7400|29.24|60815|Postsecondary non-degree award|None|Long-term on-the-job training|Los Angeles
47-2152.01|Pipe Fitters and Steamfitters|47-2031|Rough Carpenters|5|21030|25890|31.53|65598|High school diploma or equivalent|None|Apprenticeship|Los Angeles
47-2152.01|Pipe Fitters and Steamfitters|47-2111|Electricians|8|12520|16430|37.42|77830|High school diploma or equivalent|None|Apprenticeship|Los Angeles
47-2152.01|Pipe Fitters and Steamfitters|47-2152|Plumbers|1|10280|13400|25.43|52889|High school diploma or equivalent|None|Apprenticeship|Los Angeles
47-2152.02|Plumbers|47-2011|Boilermakers|5|12110|14560|40.05|83301|High school diploma or equivalent|5 years or more|None|Los Angeles
47-2152.02|Plumbers|49-9071|Maintenance and Repair Workers, General|2|32820|36000|21.44|44599|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
47-2152.02|Plumbers|49-9021|Heating and Air Conditioning Mechanics and Installers|3|6490|7400|29.24|60815|Postsecondary non-degree award|None|Long-term on-the-job training|Los Angeles
47-2152.02|Plumbers|49-9021|Refrigeration Mechanics and Installers|9|6490|7400|29.24|60815|Postsecondary non-degree award|None|Long-term on-the-job training|Los Angeles
47-2152.02|Plumbers|47-2152|Pipe Fitters and Steamfitters|1|10280|13400|25.43|52889|High school diploma or equivalent|None|Apprenticeship|Los Angeles
47-5013.00|Service Unit Operators, Oil, Gas, and Mining|53-7071|Gas Compressor and Gas Pumping Station Operators|4|29150|42540|15.33|31883|No formal educational credential|None|Short-term on-the-job training|Los Angeles
47-5071.00|Roustabouts, Oil and Gas|47-2061|Construction Laborers|6|27590|35140|21.32|44364|No formal educational credential|None|Short-term on-the-job training|Los Angeles
49-1011.00|First-Line Supervisors of Mechanics, Installers, and Repairers|11-1021|General and Operations Managers|8|66420|65590|55.72|115909|Bachelor's degree|5 years or more|None|Los Angeles
49-1011.00|First-Line Supervisors of Mechanics, Installers, and Repairers|11-3051|Industrial Production Managers|1|5330|3610|52.6|109408|Bachelor's degree|5 years or more|None|Los Angeles
49-1011.00|First-Line Supervisors of Mechanics, Installers, and Repairers|51-1011|First-Line Supervisors of Production and Operating Workers|10|13590|13170|30.7|63861|High school diploma or equivalent|Less than 5 years|None|Los Angeles
49-1011.00|First-Line Supervisors of Mechanics, Installers, and Repairers|47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|2|12110|14560|40.05|83301|High school diploma or equivalent|5 years or more|None|Los Angeles
49-3031.00|Bus and Truck Mechanics and Diesel Engine Specialists|49-3023|Automotive Master Mechanics|6|17510|16380|23.97|49852|Postsecondary non-degree award|None|Short-term on-the-job training|Los Angeles
49-3031.00|Bus and Truck Mechanics and Diesel Engine Specialists|49-9071|Maintenance and Repair Workers, General|8|32820|36000|21.44|44599|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
49-9012.00|Control and Valve Installers and Repairers, Except Mechanical Door|53-7071|Gas Compressor and Gas Pumping Station Operators|10|29150|42540|15.33|31883|No formal educational credential|None|Short-term on-the-job training|Los Angeles
49-9012.00|Control and Valve Installers and Repairers, Except Mechanical Door|49-9071|Maintenance and Repair Workers, General|5|32820|36000|21.44|44599|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
49-9012.00|Control and Valve Installers and Repairers, Except Mechanical Door|49-9021|Heating and Air Conditioning Mechanics and Installers|8|6490|7400|29.24|60815|Postsecondary non-degree award|None|Long-term on-the-job training|Los Angeles
49-9041.00|Industrial Machinery Mechanics|49-3023|Automotive Master Mechanics|5|17510|16380|23.97|49852|Postsecondary non-degree award|None|Short-term on-the-job training|Los Angeles
49-9041.00|Industrial Machinery Mechanics|49-9071|Maintenance and Repair Workers, General|2|32820|36000|21.44|44599|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
49-9041.00|Industrial Machinery Mechanics|51-4041|Machinists|7|9850|10010|21.91|45567|High school diploma or equivalent|None|Long-term on-the-job training|Los Angeles
49-9071.00|Maintenance and Repair Workers, General|49-9041|Industrial Machinery Mechanics|5|5970|5770|28.93|60168|High school diploma or equivalent|None|Long-term on-the-job training|Los Angeles
49-9071.00|Maintenance and Repair Workers, General|47-2152|Plumbers|1|10280|13400|25.43|52889|High school diploma or equivalent|None|Apprenticeship|Los Angeles
49-9071.00|Maintenance and Repair Workers, General|47-2152|Pipe Fitters and Steamfitters|4|10280|13400|25.43|52889|High school diploma or equivalent|None|Apprenticeship|Los Angeles
51-1011.00|First-Line Supervisors of Production and Operating Workers|11-3051|Industrial Production Managers|1|5330|3610|52.6|109408|Bachelor's degree|5 years or more|None|Los Angeles
51-1011.00|First-Line Supervisors of Production and Operating Workers|47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|6|12110|14560|40.05|83301|High school diploma or equivalent|5 years or more|None|Los Angeles
51-1011.00|First-Line Supervisors of Production and Operating Workers|49-1011|First-Line Supervisors of Mechanics, Installers, and Repairers|9|9260|9010|41.99|87336|High school diploma or equivalent|Less than 5 years|None|Los Angeles
51-4121.07|Solderers and Brazers|51-9111|Packaging and Filling Machine Operators and Tenders|1|13030|16030|15.83|32930|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-8013.00|Power Plant Operators|53-7071|Gas Compressor and Gas Pumping Station Operators|4|29150|42540|15.33|31883|No formal educational credential|None|Short-term on-the-job training|Los Angeles
